Time,OU_Process,Jump_Diffusion,Heston_Prices,Heston_Vols,Bid,Ask,Adjusted_Size,Sharpe_Ratio,Sortino_Ratio,Combined_Output,Behavioral_Impact_Score,Avg_Spread,Avg_Depth,Trade_Arrivals,PnL_OU,PnL_Jump,PnL_Heston
0.0,95.0,100.0,100.0,0.04,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.0,0.0,0.0
0.010101010101010102,95.06604802074672,100.12284179423114,101.47440316281823,0.04069778371768664,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.06604802074672023,0.12284179423113528,1.4744031628182341
0.020202020202020204,95.17813264897414,100.13856831705371,99.31552196119529,0.04014839514867058,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.17813264897414172,0.13856831705371064,-0.6844780388047127
0.030303030303030304,95.54576581935022,100.20563764617177,100.93377015517757,0.03725929276135126,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,0.5457658193502226,0.20563764617176616,0.9337701551775694
0.04040404040404041,95.76161642248022,100.51979714514434,104.9185617037162,0.0369007035481709,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,0.7616164224802162,0.519797145144338,4.918561703716193
0.05050505050505051,95.62891043294452,100.2326736139743,109.02736231888919,0.03541821167704556,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.6289104329445223,0.2326736139742991,9.027362318889189
0.06060606060606061,95.43158679555593,100.29493279023694,107.72600206159147,0.036800798590093484,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.4315867955559298,0.29493279023694186,7.726002061591473
0.07070707070707072,95.73352471249886,100.17296805057197,106.6836632296576,0.03588216786140058,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,0.7335247124988626,0.17296805057196707,6.683663229657597
0.08080808080808081,95.7844963741338,100.25263142323116,106.4607613994198,0.034525933562606456,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,0.7844963741337949,0.25263142323116483,6.460761399419795
0.09090909090909091,96.0945309717375,100.11122649743804,108.17482895635135,0.034349270153162255,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,1.0945309717374982,0.11122649743803947,8.174828956351348
0.10101010101010102,96.2921652359311,100.13789362376419,104.51163574633512,0.031494118837029184,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,1,1.292165235931094,0.13789362376418524,4.511635746335116
0.11111111111111112,96.34148494605387,99.99165856255766,107.6479848417538,0.03184641309747477,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,1.3414849460538676,-0.008341437442339839,7.647984841753797
0.12121212121212122,96.31404159545164,100.21732342421551,113.15316209248047,0.03204034156172496,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,1,1.3140415954516413,0.21732342421550754,13.153162092480471
0.13131313131313133,96.56516878291542,100.27093171210747,116.86244234585162,0.03383145040014335,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,1.5651687829154213,0.270931712107469,16.86244234585162
0.14141414141414144,96.55097326172606,100.3333805386386,115.8011648884039,0.03387054333673478,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,1.5509732617260568,0.3333805386385933,15.801164888403903
0.15151515151515152,96.56408773749057,100.53647660061188,117.25552767186691,0.03422305098910035,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,2,1.564087737490567,0.5364766006118771,17.255527671866915
0.16161616161616163,96.53199874431823,100.70234405966082,115.36191041930343,0.03737071588388552,0.025668187418248903,0.13566818741824893,71.42857142857142,0.9150664742309382,1.8635545584136406,0.068,0.9672471299049061,1.0,476.6666666666667,0,1.53199874431823,0.7023440596608168,15.361910419303427
