Time,OU_Process,Jump_Diffusion,Heston_Prices,Heston_Vols,Bid,Ask,Adjusted_Size,Sharpe_Ratio,Sortino_Ratio,Combined_Output,Behavioral_Impact_Score,Avg_Spread,Avg_Depth
0.0,95.0,100.0,100.0,0.04,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.010101010101010102,95.17765245352109,100.54996377872205,103.53281161072061,0.039952297820772247,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.020202020202020204,95.0126500357246,100.67693123783565,104.00597591748006,0.04261801485932845,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.030303030303030304,94.77583527226855,100.59854334061664,102.23394403449691,0.043660696390970116,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.04040404040404041,95.01301481981716,100.99937033392973,102.02670930848079,0.04211308327966332,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.05050505050505051,95.24689025930773,100.91636769815429,102.11277286002685,0.0417592331924938,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.06060606060606061,95.35002718901862,100.66463806571849,99.96599212984997,0.037820140556599754,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.07070707070707072,95.69981683007188,100.6076773833467,97.58401250887194,0.037998074486550085,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.08080808080808081,96.05303214741332,100.68094417037791,99.02578071020456,0.03781062591102676,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.09090909090909091,96.05209833727017,100.69172636244848,99.69118606692116,0.03897421147995774,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.10101010101010102,95.83700323889228,100.81009731329918,100.24102865189322,0.03625892326699759,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.11111111111111112,95.88901300786743,101.09917960535263,98.40723822429577,0.037857598305110235,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.12121212121212122,96.0469272913281,101.18405891958352,96.77759855935922,0.03751791638099741,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.13131313131313133,95.9473874441114,101.16048328666255,95.52973667784023,0.03500570586242488,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.14141414141414144,95.95608725054905,101.06160939458194,94.8517595646331,0.03407589633837494,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.15151515151515152,96.0002520485262,100.97836996620542,94.48117930144113,0.03169111784114916,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.16161616161616163,95.6268694111656,100.94637291589551,97.25529679143519,0.031513701942694594,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.17171717171717174,95.84437870228992,101.09329381645287,94.70312187528084,0.03170364807642806,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.18181818181818182,96.10777711897121,101.07420637141537,94.63279683309268,0.02917501050577568,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.19191919191919193,95.93978465638469,101.06439359379391,93.32460740068825,0.030239354103735336,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.20202020202020204,95.59431578067259,101.075777908104,95.50276033171582,0.03444939771447918,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.21212121212121213,95.47542473528647,100.97694204876206,96.29648100475218,0.034074854437235784,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.22222222222222224,95.29965259160606,101.24445986225294,96.21294951849984,0.03728322695856352,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.23232323232323235,95.41849835704325,101.55273909709018,96.29454364669954,0.04180755906633818,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.24242424242424243,95.27046664613918,101.66362363365013,95.42124242102398,0.041544680291889804,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.25252525252525254,95.30501023832234,101.5384839903143,94.56757588374852,0.044544550007098144,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.26262626262626265,95.4382494418032,101.45714309928103,94.24524302239358,0.042353948203739,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.27272727272727276,95.27331369219239,101.38750368508471,91.745124272846,0.04188108566739684,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.2828282828282829,95.24795646194683,101.18509947193438,92.26336279347665,0.0447098529465818,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.29292929292929293,95.06904959879765,101.21572008641837,93.66176916780468,0.04417396997916634,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.30303030303030304,94.9070613000505,101.37025549081373,90.83971345668188,0.04454427433640375,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.31313131313131315,94.99580304660472,101.33752971278199,89.16426364507745,0.047598437516379266,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.32323232323232326,95.08878861657368,101.44773991459513,88.59233631207731,0.04485863854788761,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
0.33333333333333337,95.2338788127432,101.51917148167277,89.68429802902027,0.04498104672824673,0.01,0.02,71.42857142857142,0.952906082610737,2.3535772348626476,0.068,0.9672471299049061,1.0,476.6666666666667
